,onehotencoder__embarked_Q,onehotencoder__embarked_S,ordinalencoder__sex,ordinalencoder__who,ordinalencoder__adult_male,ordinalencoder__embarked,remainder__survived,remainder__pclass,remainder__age,remainder__sibsp,remainder__parch,remainder__fare
325,0.0,1.0,1.0,1.0,1.0,2.0,0,1,23.0,0,0,35.0
326,0.0,0.0,1.0,0.0,0.0,0.0,0,3,15.0,1,1,7.2292
327,0.0,1.0,1.0,1.0,1.0,2.0,0,3,25.0,1,0,17.8
328,0.0,1.0,0.0,2.0,0.0,2.0,1,1,22.0,0,1,55.0
329,0.0,1.0,0.0,2.0,0.0,2.0,0,2,38.0,0,0,13.0
330,0.0,1.0,1.0,1.0,1.0,2.0,0,3,40.0,1,4,27.9
331,0.0,0.0,1.0,1.0,1.0,0.0,0,2,29.0,1,0,27.7208
332,0.0,0.0,0.0,2.0,0.0,0.0,0,3,45.0,0,1,14.4542
333,0.0,1.0,1.0,1.0,1.0,2.0,0,3,35.0,0,0,7.05
334,0.0,1.0,1.0,1.0,1.0,2.0,0,3,30.0,0,0,7.25
335,0.0,0.0,0.0,2.0,0.0,0.0,1,1,60.0,1,0,75.25
336,0.0,0.0,0.0,2.0,0.0,0.0,1,3,60.0,0,0,7.2292
337,0.0,0.0,0.0,2.0,0.0,0.0,1,1,24.0,0,0,69.3
338,0.0,0.0,1.0,1.0,1.0,0.0,1,1,25.0,1,0,55.4417
339,0.0,1.0,1.0,1.0,1.0,2.0,0,3,18.0,1,0,6.4958
340,0.0,1.0,1.0,1.0,1.0,2.0,0,3,19.0,0,0,8.05
341,0.0,0.0,1.0,1.0,1.0,0.0,0,1,22.0,0,0,135.6333
342,0.0,1.0,0.0,0.0,0.0,2.0,0,3,3.0,3,1,21.075
343,0.0,0.0,0.0,2.0,0.0,0.0,1,1,3.0,1,0,82.1708
344,0.0,1.0,0.0,2.0,0.0,2.0,1,3,22.0,0,0,7.25
345,0.0,0.0,1.0,1.0,1.0,0.0,0,1,27.0,0,2,211.5
346,0.0,0.0,1.0,1.0,1.0,0.0,0,3,20.0,0,0,4.0125
347,0.0,1.0,1.0,1.0,1.0,2.0,0,3,19.0,0,0,7.775
348,0.0,0.0,0.0,2.0,0.0,0.0,1,1,42.0,0,0,227.525
349,0.0,0.0,0.0,0.0,0.0,0.0,1,3,1.0,0,2,15.7417
350,0.0,1.0,1.0,1.0,1.0,2.0,0,3,32.0,0,0,7.925
351,0.0,1.0,0.0,2.0,0.0,2.0,1,1,35.0,1,0,52.0
352,0.0,1.0,1.0,1.0,1.0,2.0,0,2,18.0,0,0,73.5
353,0.0,1.0,1.0,0.0,0.0,2.0,0,3,1.0,5,2,46.9
354,1.0,0.0,1.0,1.0,1.0,1.0,0,3,1.0,0,0,7.7292
355,0.0,0.0,0.0,2.0,0.0,0.0,1,2,17.0,0,0,12.0
356,0.0,1.0,1.0,1.0,1.0,2.0,1,1,36.0,1,2,120.0
357,0.0,1.0,1.0,1.0,1.0,2.0,1,3,21.0,0,0,7.7958
358,0.0,1.0,1.0,1.0,1.0,2.0,0,3,28.0,2,0,7.925
359,0.0,0.0,0.0,2.0,0.0,0.0,1,1,23.0,1,0,113.275
360,0.0,1.0,0.0,2.0,0.0,2.0,1,3,24.0,0,2,16.7
361,0.0,1.0,1.0,1.0,1.0,2.0,0,3,22.0,0,0,7.7958
362,0.0,1.0,0.0,2.0,0.0,2.0,0,3,31.0,0,0,7.8542
363,0.0,1.0,1.0,1.0,1.0,2.0,0,2,46.0,0,0,26.0
364,0.0,1.0,1.0,1.0,1.0,2.0,0,2,23.0,0,0,10.5
365,0.0,1.0,0.0,2.0,0.0,2.0,1,2,28.0,0,0,12.65
366,0.0,1.0,1.0,1.0,1.0,2.0,1,3,39.0,0,0,7.925
367,0.0,1.0,1.0,1.0,1.0,2.0,0,3,26.0,0,0,8.05
368,0.0,1.0,0.0,2.0,0.0,2.0,0,3,21.0,1,0,9.825
369,0.0,1.0,1.0,1.0,1.0,2.0,0,3,28.0,1,0,15.85
370,0.0,1.0,0.0,2.0,0.0,2.0,0,3,20.0,0,0,8.6625
371,0.0,1.0,1.0,1.0,1.0,2.0,0,2,34.0,1,0,21.0
372,0.0,1.0,1.0,1.0,1.0,2.0,0,3,51.0,0,0,7.75
373,0.0,1.0,1.0,0.0,0.0,2.0,1,2,3.0,1,1,18.75
374,0.0,1.0,1.0,1.0,1.0,2.0,0,3,21.0,0,0,7.775
375,1.0,0.0,1.0,1.0,1.0,1.0,0,3,21.0,0,0,6.8583
376,1.0,0.0,0.0,2.0,0.0,1.0,1,1,33.0,1,0,90.0
377,0.0,1.0,1.0,1.0,1.0,2.0,1,3,44.0,0,0,7.925
378,0.0,1.0,0.0,2.0,0.0,2.0,0,3,44.0,0,0,8.05
379,0.0,1.0,0.0,2.0,0.0,2.0,1,2,34.0,1,1,32.5
380,0.0,1.0,0.0,2.0,0.0,2.0,1,2,18.0,0,2,13.0
381,0.0,1.0,0.0,0.0,0.0,2.0,0,3,10.0,0,2,24.15
382,1.0,0.0,1.0,1.0,1.0,1.0,0,3,21.0,0,0,7.7333
383,0.0,1.0,1.0,1.0,1.0,2.0,0,3,29.0,0,0,7.875
384,0.0,1.0,0.0,2.0,0.0,2.0,0,3,28.0,1,1,14.4
385,0.0,1.0,1.0,1.0,1.0,2.0,0,3,18.0,1,1,20.2125
386,0.0,1.0,0.0,2.0,0.0,2.0,1,2,28.0,1,0,26.0
387,0.0,1.0,0.0,2.0,0.0,2.0,1,2,19.0,0,0,26.0
388,0.0,1.0,1.0,1.0,1.0,2.0,1,3,32.0,0,0,8.05
389,0.0,1.0,1.0,1.0,1.0,2.0,1,1,28.0,0,0,26.55
390,0.0,1.0,0.0,2.0,0.0,2.0,1,2,42.0,1,0,26.0
391,0.0,1.0,1.0,1.0,1.0,2.0,0,3,17.0,0,0,7.125
392,0.0,1.0,1.0,1.0,1.0,2.0,0,1,50.0,1,0,55.9
393,0.0,1.0,0.0,0.0,0.0,2.0,1,1,14.0,1,2,120.0
394,0.0,1.0,0.0,2.0,0.0,2.0,0,3,21.0,2,2,34.375
395,0.0,1.0,0.0,2.0,0.0,2.0,1,2,24.0,2,3,18.75
396,0.0,1.0,1.0,1.0,1.0,2.0,0,1,64.0,1,4,263.0
397,0.0,1.0,1.0,1.0,1.0,2.0,0,2,31.0,0,0,10.5
398,0.0,1.0,0.0,2.0,0.0,2.0,1,2,45.0,1,1,26.25
399,0.0,1.0,1.0,1.0,1.0,2.0,0,3,20.0,0,0,9.5
400,0.0,1.0,1.0,1.0,1.0,2.0,0,3,25.0,1,0,7.775
401,0.0,1.0,0.0,2.0,0.0,2.0,1,2,28.0,0,0,13.0
402,0.0,1.0,1.0,1.0,1.0,2.0,1,3,28.0,0,0,8.1125
403,0.0,1.0,1.0,0.0,0.0,2.0,1,1,4.0,0,2,81.8583
404,0.0,1.0,0.0,0.0,0.0,2.0,1,2,13.0,0,1,19.5
405,0.0,1.0,1.0,1.0,1.0,2.0,1,1,34.0,0,0,26.55
406,0.0,0.0,0.0,0.0,0.0,0.0,1,3,5.0,2,1,19.2583
407,0.0,1.0,1.0,1.0,1.0,2.0,1,1,52.0,0,0,30.5
408,0.0,1.0,1.0,1.0,1.0,2.0,0,2,36.0,1,2,27.75
409,0.0,1.0,1.0,1.0,1.0,2.0,0,3,36.0,1,0,19.9667
410,0.0,0.0,1.0,1.0,1.0,0.0,0,1,30.0,0,0,27.75
411,0.0,0.0,1.0,1.0,1.0,0.0,1,1,49.0,1,0,89.1042
412,0.0,0.0,1.0,1.0,1.0,0.0,1,3,29.0,0,0,7.8958
413,0.0,1.0,1.0,1.0,1.0,2.0,0,1,65.0,0,0,26.55
414,0.0,1.0,0.0,2.0,0.0,2.0,1,1,65.0,1,0,51.8625
415,0.0,1.0,0.0,2.0,0.0,2.0,1,2,50.0,0,0,10.5
416,0.0,1.0,1.0,1.0,1.0,2.0,1,1,48.0,0,0,26.55
417,0.0,1.0,1.0,1.0,1.0,2.0,0,3,34.0,0,0,8.05
418,0.0,1.0,1.0,1.0,1.0,2.0,0,1,47.0,0,0,38.5
419,0.0,1.0,1.0,1.0,1.0,2.0,0,2,48.0,0,0,13.0
420,0.0,1.0,1.0,1.0,1.0,2.0,0,3,38.0,0,0,7.05
421,0.0,1.0,1.0,1.0,1.0,2.0,0,1,56.0,0,0,26.55
422,1.0,0.0,1.0,1.0,1.0,1.0,0,3,56.0,0,0,7.725
423,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.75,2,1,19.2583
424,0.0,1.0,1.0,1.0,1.0,2.0,0,3,38.0,0,0,8.6625
425,0.0,1.0,0.0,2.0,0.0,2.0,1,2,33.0,1,2,27.75
426,0.0,0.0,0.0,2.0,0.0,0.0,1,2,23.0,0,0,13.7917
427,0.0,1.0,0.0,2.0,0.0,2.0,0,3,22.0,0,0,9.8375
428,0.0,1.0,1.0,1.0,1.0,2.0,0,1,22.0,0,0,52.0
429,0.0,1.0,1.0,1.0,1.0,2.0,0,3,29.0,1,0,7.0458
430,0.0,1.0,1.0,1.0,1.0,2.0,0,3,22.0,0,0,7.5208
431,0.0,1.0,0.0,0.0,0.0,2.0,1,3,2.0,0,1,12.2875
432,0.0,1.0,1.0,0.0,0.0,2.0,0,3,9.0,5,2,46.9
433,0.0,1.0,1.0,1.0,1.0,2.0,0,3,50.0,0,0,8.05
434,0.0,1.0,0.0,2.0,0.0,2.0,1,3,63.0,0,0,9.5875
435,0.0,0.0,1.0,1.0,1.0,0.0,1,1,25.0,1,0,91.0792
436,0.0,1.0,0.0,2.0,0.0,2.0,1,1,35.0,1,0,90.0
437,0.0,0.0,1.0,1.0,1.0,0.0,0,1,58.0,0,0,29.7
438,0.0,1.0,1.0,0.0,0.0,2.0,1,3,9.0,1,1,15.9
439,0.0,1.0,1.0,1.0,1.0,2.0,0,3,21.0,0,0,7.25
440,0.0,1.0,1.0,1.0,1.0,2.0,0,1,55.0,0,0,30.5
441,0.0,0.0,1.0,1.0,1.0,0.0,0,1,71.0,0,0,49.5042
442,0.0,0.0,1.0,1.0,1.0,0.0,0,3,71.0,0,0,14.4583
443,0.0,0.0,0.0,2.0,0.0,0.0,1,1,54.0,1,0,78.2667
444,0.0,1.0,1.0,1.0,1.0,2.0,0,3,54.0,0,0,15.1
445,0.0,1.0,0.0,2.0,0.0,2.0,0,1,25.0,1,2,151.55
446,0.0,1.0,1.0,1.0,1.0,2.0,0,3,24.0,0,0,7.7958
447,1.0,0.0,0.0,2.0,0.0,1.0,0,3,21.0,0,0,7.75
448,1.0,0.0,0.0,2.0,0.0,1.0,0,3,21.0,0,0,7.6292
449,0.0,1.0,0.0,2.0,0.0,2.0,0,3,37.0,0,0,9.5875
450,0.0,1.0,0.0,2.0,0.0,2.0,1,1,16.0,0,0,86.5
451,0.0,0.0,1.0,1.0,1.0,0.0,0,1,18.0,1,0,108.9
452,0.0,1.0,0.0,2.0,0.0,2.0,1,2,33.0,0,2,26.0
453,0.0,1.0,1.0,1.0,1.0,2.0,1,1,33.0,0,0,26.55
454,0.0,1.0,1.0,1.0,1.0,2.0,0,3,28.0,0,0,22.525
455,0.0,1.0,1.0,1.0,1.0,2.0,1,3,26.0,0,0,56.4958
456,1.0,0.0,1.0,1.0,1.0,1.0,1,3,29.0,0,0,7.75
457,0.0,1.0,1.0,1.0,1.0,2.0,1,1,36.0,0,0,26.2875
458,0.0,0.0,0.0,2.0,0.0,0.0,1,1,54.0,1,0,59.4
459,0.0,1.0,1.0,1.0,1.0,2.0,0,3,24.0,0,0,7.4958
460,0.0,1.0,1.0,1.0,1.0,2.0,0,1,47.0,0,0,34.0208
461,0.0,1.0,0.0,2.0,0.0,2.0,1,2,34.0,0,0,10.5
462,1.0,0.0,1.0,1.0,1.0,1.0,0,3,34.0,0,0,24.15
463,0.0,1.0,0.0,2.0,0.0,2.0,1,2,36.0,1,0,26.0
464,0.0,1.0,1.0,1.0,1.0,2.0,0,3,32.0,0,0,7.8958
465,0.0,1.0,0.0,2.0,0.0,2.0,1,1,30.0,0,0,93.5
466,0.0,0.0,0.0,2.0,0.0,0.0,1,1,44.0,0,1,57.9792
467,0.0,0.0,1.0,1.0,1.0,0.0,0,3,44.0,0,0,7.2292
468,1.0,0.0,1.0,1.0,1.0,1.0,0,3,40.5,0,0,7.75
469,0.0,1.0,1.0,1.0,1.0,2.0,0,1,40.5,0,0,221.7792
470,0.0,1.0,1.0,1.0,1.0,2.0,0,3,39.0,0,0,7.925
471,0.0,1.0,1.0,1.0,1.0,2.0,0,2,23.0,2,1,11.5
472,0.0,1.0,0.0,0.0,0.0,2.0,1,2,2.0,1,1,26.0
473,0.0,0.0,1.0,1.0,1.0,0.0,0,3,17.0,1,1,7.2292
474,0.0,0.0,0.0,2.0,0.0,0.0,1,3,17.0,0,2,22.3583
475,0.0,1.0,0.0,2.0,0.0,2.0,0,3,30.0,0,0,8.6625
476,0.0,1.0,0.0,0.0,0.0,2.0,1,2,7.0,0,2,26.25
477,0.0,1.0,1.0,1.0,1.0,2.0,0,1,45.0,0,0,26.55
478,0.0,0.0,0.0,2.0,0.0,0.0,1,1,30.0,0,0,106.425
479,0.0,1.0,1.0,1.0,1.0,2.0,0,3,30.0,0,0,14.5
480,0.0,0.0,0.0,2.0,0.0,0.0,1,1,22.0,0,2,49.5
481,0.0,1.0,0.0,2.0,0.0,2.0,1,1,36.0,0,2,71.0
482,0.0,1.0,0.0,0.0,0.0,2.0,0,3,9.0,4,2,31.275
483,0.0,1.0,0.0,0.0,0.0,2.0,0,3,11.0,4,2,31.275
484,0.0,1.0,1.0,1.0,1.0,2.0,1,2,32.0,1,0,26.0
485,0.0,0.0,1.0,1.0,1.0,0.0,0,1,50.0,1,0,106.425
486,0.0,1.0,1.0,1.0,1.0,2.0,0,1,64.0,0,0,26.0
487,0.0,1.0,0.0,2.0,0.0,2.0,1,2,19.0,1,0,26.0
488,0.0,0.0,1.0,1.0,1.0,0.0,1,2,19.0,0,0,13.8625
489,0.0,1.0,1.0,1.0,1.0,2.0,0,3,33.0,1,1,20.525
490,0.0,1.0,1.0,0.0,0.0,2.0,1,2,8.0,1,1,36.75
491,0.0,0.0,1.0,1.0,1.0,0.0,1,1,17.0,0,2,110.8833
492,0.0,1.0,1.0,1.0,1.0,2.0,0,2,27.0,0,0,26.0
493,1.0,0.0,1.0,1.0,1.0,1.0,0,3,27.0,0,0,7.8292
494,0.0,0.0,1.0,1.0,1.0,0.0,1,3,22.0,0,0,7.225
495,0.0,1.0,0.0,2.0,0.0,2.0,1,3,22.0,0,0,7.775
496,0.0,0.0,0.0,2.0,0.0,0.0,1,1,48.0,1,0,39.6
497,0.0,0.0,1.0,1.0,1.0,0.0,0,1,48.0,0,0,227.525
498,0.0,1.0,0.0,2.0,0.0,2.0,1,1,39.0,1,1,79.65
499,0.0,1.0,0.0,2.0,0.0,2.0,1,3,36.0,1,0,17.4
500,0.0,1.0,1.0,1.0,1.0,2.0,0,3,40.0,0,0,7.8958
501,0.0,1.0,1.0,1.0,1.0,2.0,0,2,28.0,0,0,13.5
502,0.0,1.0,1.0,1.0,1.0,2.0,0,3,24.0,2,0,24.15
503,0.0,1.0,1.0,1.0,1.0,2.0,0,3,19.0,0,0,7.8958
504,0.0,1.0,0.0,2.0,0.0,2.0,0,3,29.0,0,4,21.075
505,0.0,1.0,1.0,1.0,1.0,2.0,1,3,32.0,0,0,7.8542
506,0.0,1.0,1.0,1.0,1.0,2.0,1,2,62.0,0,0,10.5
507,0.0,1.0,0.0,2.0,0.0,2.0,1,1,53.0,2,0,51.4792
508,0.0,1.0,1.0,1.0,1.0,2.0,1,1,36.0,0,0,26.3875
509,0.0,1.0,1.0,1.0,1.0,2.0,0,3,16.0,0,0,8.05
510,0.0,1.0,1.0,1.0,1.0,2.0,0,3,19.0,0,0,14.5
511,0.0,1.0,0.0,2.0,0.0,2.0,1,2,34.0,0,0,13.0
512,0.0,1.0,0.0,2.0,0.0,2.0,1,1,39.0,1,0,55.9
513,0.0,0.0,0.0,2.0,0.0,0.0,0,3,39.0,1,0,14.4583
514,0.0,1.0,1.0,1.0,1.0,2.0,1,3,32.0,0,0,7.925
515,0.0,1.0,0.0,2.0,0.0,2.0,1,2,25.0,1,1,30.0
516,0.0,0.0,0.0,2.0,0.0,0.0,1,1,39.0,1,1,110.8833
517,0.0,1.0,1.0,1.0,1.0,2.0,0,2,54.0,0,0,26.0
518,0.0,0.0,1.0,1.0,1.0,0.0,0,1,36.0,0,0,40.125
519,0.0,0.0,1.0,1.0,1.0,0.0,0,3,36.0,0,0,8.7125
520,0.0,1.0,0.0,2.0,0.0,2.0,1,1,18.0,0,2,79.65
521,0.0,1.0,1.0,1.0,1.0,2.0,0,2,47.0,0,0,15.0
522,0.0,0.0,1.0,1.0,1.0,0.0,1,1,60.0,1,1,79.2
523,0.0,1.0,1.0,1.0,1.0,2.0,0,3,35.0,0,0,7.125
524,0.0,0.0,0.0,2.0,0.0,0.0,1,1,52.0,1,0,78.2667
525,0.0,1.0,1.0,1.0,1.0,2.0,0,3,47.0,0,0,7.25
526,1.0,0.0,0.0,2.0,0.0,1.0,0,3,47.0,0,2,7.75
527,0.0,1.0,1.0,1.0,1.0,2.0,0,2,37.0,1,0,26.0
528,0.0,1.0,1.0,1.0,1.0,2.0,0,3,36.0,1,1,24.15
529,0.0,1.0,0.0,2.0,0.0,2.0,1,2,36.0,0,0,33.0
530,0.0,1.0,1.0,1.0,1.0,2.0,0,3,49.0,0,0,0.0
531,0.0,0.0,1.0,1.0,1.0,0.0,1,1,49.0,1,0,56.9292
532,0.0,1.0,0.0,2.0,0.0,2.0,1,2,24.0,2,1,27.0
533,0.0,1.0,1.0,1.0,1.0,2.0,0,1,24.0,0,0,42.4
534,0.0,1.0,1.0,1.0,1.0,2.0,0,3,44.0,0,0,8.05
535,0.0,0.0,1.0,1.0,1.0,0.0,1,1,35.0,0,0,26.55
536,0.0,1.0,1.0,1.0,1.0,2.0,0,3,36.0,1,0,15.55
537,0.0,1.0,1.0,1.0,1.0,2.0,0,3,30.0,0,0,7.8958
538,0.0,1.0,1.0,1.0,1.0,2.0,1,1,27.0,0,0,30.5
539,0.0,0.0,0.0,2.0,0.0,0.0,1,2,22.0,1,2,41.5792
540,0.0,1.0,0.0,2.0,0.0,2.0,1,1,40.0,0,0,153.4625
541,0.0,1.0,0.0,2.0,0.0,2.0,0,3,39.0,1,5,31.275
542,0.0,1.0,1.0,1.0,1.0,2.0,0,3,39.0,0,0,7.05
543,0.0,1.0,0.0,2.0,0.0,2.0,1,2,24.0,1,2,65.0
544,0.0,1.0,1.0,1.0,1.0,2.0,0,3,34.0,1,1,14.4
545,0.0,1.0,0.0,2.0,0.0,2.0,0,3,26.0,1,0,16.1
546,0.0,1.0,0.0,0.0,0.0,2.0,1,2,4.0,2,1,39.0
547,0.0,1.0,1.0,1.0,1.0,2.0,0,2,26.0,0,0,10.5
548,0.0,0.0,1.0,1.0,1.0,0.0,0,3,27.0,1,0,14.4542
549,0.0,1.0,1.0,1.0,1.0,2.0,1,1,42.0,1,0,52.5542
550,0.0,0.0,1.0,1.0,1.0,0.0,1,3,20.0,1,1,15.7417
551,0.0,1.0,1.0,1.0,1.0,2.0,0,3,21.0,0,0,7.8542
552,0.0,1.0,1.0,1.0,1.0,2.0,0,3,21.0,0,0,16.1
553,0.0,1.0,1.0,1.0,1.0,2.0,0,1,61.0,0,0,32.3208
554,1.0,0.0,1.0,1.0,1.0,1.0,0,2,57.0,0,0,12.35
555,0.0,1.0,0.0,2.0,0.0,2.0,1,1,21.0,0,0,77.9583
556,0.0,1.0,1.0,1.0,1.0,2.0,0,3,26.0,0,0,7.8958
557,1.0,0.0,1.0,1.0,1.0,1.0,0,3,26.0,0,0,7.7333
558,0.0,1.0,1.0,1.0,1.0,2.0,1,1,80.0,0,0,30.0
559,0.0,1.0,1.0,1.0,1.0,2.0,0,3,51.0,0,0,7.0542
560,0.0,0.0,1.0,1.0,1.0,0.0,1,1,32.0,0,0,30.5
561,0.0,1.0,1.0,1.0,1.0,2.0,0,1,32.0,0,0,0.0
562,0.0,1.0,0.0,0.0,0.0,2.0,0,3,9.0,3,2,27.9
563,0.0,1.0,1.0,1.0,1.0,2.0,0,2,31.0,1,1,26.25
564,0.0,1.0,0.0,2.0,0.0,2.0,0,3,41.0,0,5,39.6875
565,0.0,1.0,1.0,1.0,1.0,2.0,0,3,41.0,1,0,16.1
566,0.0,1.0,0.0,0.0,0.0,2.0,0,3,2.0,3,2,27.9
567,0.0,1.0,1.0,1.0,1.0,2.0,1,3,2.0,0,0,56.4958
568,0.0,0.0,1.0,1.0,1.0,0.0,1,1,48.0,1,0,76.7292
569,0.0,0.0,1.0,1.0,1.0,0.0,1,1,56.0,0,0,35.5
570,0.0,1.0,1.0,1.0,1.0,2.0,0,3,56.0,0,0,7.55
571,0.0,1.0,0.0,2.0,0.0,2.0,1,3,23.0,0,0,7.55
572,0.0,1.0,0.0,2.0,0.0,2.0,1,2,18.0,0,1,23.0
573,0.0,1.0,1.0,1.0,1.0,2.0,0,3,21.0,0,0,8.4333
574,1.0,0.0,0.0,2.0,0.0,1.0,1,3,21.0,0,0,7.8292
575,1.0,0.0,0.0,2.0,0.0,1.0,0,3,18.0,0,0,6.75
576,0.0,1.0,1.0,1.0,1.0,2.0,0,2,24.0,2,0,73.5
577,1.0,0.0,0.0,2.0,0.0,1.0,0,3,32.0,1,1,15.5
578,0.0,1.0,1.0,1.0,1.0,2.0,0,2,23.0,0,0,13.0
579,0.0,0.0,1.0,1.0,1.0,0.0,0,1,58.0,0,2,113.275
580,0.0,1.0,1.0,1.0,1.0,2.0,1,1,50.0,2,0,133.65
581,0.0,0.0,1.0,1.0,1.0,0.0,0,3,40.0,0,0,7.225
582,0.0,1.0,1.0,1.0,1.0,2.0,0,1,47.0,0,0,25.5875
583,0.0,1.0,1.0,1.0,1.0,2.0,0,3,36.0,0,0,7.4958
584,0.0,1.0,1.0,1.0,1.0,2.0,1,3,20.0,1,0,7.925
585,0.0,1.0,1.0,1.0,1.0,2.0,0,2,32.0,2,0,73.5
586,0.0,1.0,1.0,1.0,1.0,2.0,0,3,32.0,0,0,7.775
587,0.0,1.0,1.0,1.0,1.0,2.0,0,3,43.0,0,0,8.05
588,0.0,1.0,0.0,2.0,0.0,2.0,1,1,43.0,1,0,52.0
589,0.0,1.0,0.0,2.0,0.0,2.0,1,2,40.0,1,1,39.0
590,0.0,1.0,1.0,1.0,1.0,2.0,0,1,31.0,1,0,52.0
591,0.0,1.0,1.0,1.0,1.0,2.0,0,2,70.0,0,0,10.5
592,0.0,1.0,1.0,1.0,1.0,2.0,1,2,31.0,0,0,13.0
593,0.0,1.0,1.0,1.0,1.0,2.0,0,3,18.0,0,0,7.775
594,0.0,1.0,1.0,1.0,1.0,2.0,0,3,24.5,0,0,8.05
595,0.0,1.0,0.0,2.0,0.0,2.0,1,3,18.0,0,0,9.8417
596,0.0,1.0,0.0,2.0,0.0,2.0,0,3,43.0,1,6,46.9
597,0.0,0.0,1.0,1.0,1.0,0.0,1,1,36.0,0,1,512.3292
598,1.0,0.0,0.0,2.0,0.0,1.0,0,3,36.0,0,0,8.1375
599,0.0,0.0,1.0,1.0,1.0,0.0,1,1,27.0,0,0,76.7292
600,0.0,1.0,1.0,1.0,1.0,2.0,0,3,20.0,0,0,9.225
601,0.0,1.0,1.0,0.0,0.0,2.0,0,3,14.0,5,2,46.9
602,0.0,1.0,1.0,1.0,1.0,2.0,0,2,60.0,1,1,39.0
603,0.0,0.0,1.0,1.0,1.0,0.0,0,2,25.0,1,2,41.5792
604,0.0,1.0,1.0,0.0,0.0,2.0,0,3,14.0,4,1,39.6875
605,0.0,1.0,1.0,1.0,1.0,2.0,0,3,19.0,0,0,10.1708
606,0.0,1.0,1.0,1.0,1.0,2.0,0,3,18.0,0,0,7.7958
607,0.0,1.0,0.0,0.0,0.0,2.0,1,1,15.0,0,1,211.3375
608,0.0,1.0,1.0,1.0,1.0,2.0,1,1,31.0,1,0,57.0
609,0.0,0.0,0.0,0.0,0.0,0.0,1,3,4.0,0,1,13.4167
610,0.0,0.0,1.0,1.0,1.0,0.0,0,3,25.0,0,0,7.225
611,0.0,1.0,1.0,1.0,1.0,2.0,0,1,60.0,0,0,26.55
612,0.0,1.0,1.0,1.0,1.0,2.0,0,2,52.0,0,0,13.5
613,1.0,0.0,0.0,2.0,0.0,1.0,1,3,52.0,0,0,7.7333
614,0.0,0.0,1.0,1.0,1.0,0.0,0,1,49.0,1,1,110.8833
615,0.0,1.0,1.0,1.0,1.0,2.0,0,3,42.0,0,0,7.65
616,0.0,0.0,0.0,2.0,0.0,0.0,1,1,18.0,1,0,227.525
617,0.0,1.0,1.0,1.0,1.0,2.0,1,1,35.0,0,0,26.2875
618,0.0,0.0,0.0,2.0,0.0,0.0,0,3,18.0,0,1,14.4542
619,1.0,0.0,1.0,1.0,1.0,1.0,0,3,25.0,0,0,7.7417
620,0.0,1.0,1.0,1.0,1.0,2.0,0,3,26.0,1,0,7.8542
621,0.0,1.0,1.0,1.0,1.0,2.0,0,2,39.0,0,0,26.0
622,0.0,1.0,0.0,2.0,0.0,2.0,1,2,45.0,0,0,13.5
623,0.0,1.0,1.0,1.0,1.0,2.0,1,1,42.0,0,0,26.2875
624,0.0,1.0,0.0,2.0,0.0,2.0,1,1,22.0,0,0,151.55
625,0.0,0.0,0.0,2.0,0.0,0.0,1,1,24.0,0,0,49.5042
626,0.0,1.0,1.0,1.0,1.0,2.0,0,1,24.0,0,0,26.55
627,0.0,1.0,1.0,1.0,1.0,2.0,1,1,48.0,1,0,52.0
628,0.0,1.0,1.0,1.0,1.0,2.0,0,3,29.0,0,0,9.4833
629,0.0,1.0,1.0,1.0,1.0,2.0,0,2,52.0,0,0,13.0
630,0.0,1.0,1.0,1.0,1.0,2.0,0,3,19.0,0,0,7.65
631,0.0,0.0,0.0,2.0,0.0,0.0,1,1,38.0,0,0,227.525
632,0.0,1.0,0.0,2.0,0.0,2.0,1,2,27.0,0,0,10.5
633,1.0,0.0,1.0,1.0,1.0,1.0,0,3,27.0,0,0,15.5
634,0.0,1.0,1.0,1.0,1.0,2.0,0,3,33.0,0,0,7.775
635,0.0,1.0,0.0,0.0,0.0,2.0,1,2,6.0,0,1,33.0
636,0.0,1.0,1.0,1.0,1.0,2.0,0,3,17.0,1,0,7.0542
637,0.0,1.0,1.0,1.0,1.0,2.0,0,2,34.0,0,0,13.0
638,0.0,1.0,1.0,1.0,1.0,2.0,0,2,50.0,0,0,13.0
639,0.0,1.0,1.0,1.0,1.0,2.0,1,1,27.0,1,0,53.1
640,0.0,1.0,1.0,1.0,1.0,2.0,0,3,20.0,0,0,8.6625
641,0.0,1.0,0.0,2.0,0.0,2.0,1,2,30.0,3,0,21.0
642,1.0,0.0,0.0,2.0,0.0,1.0,1,3,30.0,0,0,7.7375
643,0.0,1.0,1.0,1.0,1.0,2.0,0,2,25.0,1,0,26.0
644,0.0,1.0,0.0,2.0,0.0,2.0,0,3,25.0,1,0,7.925
645,0.0,1.0,0.0,2.0,0.0,2.0,1,1,29.0,0,0,211.3375
646,0.0,0.0,1.0,0.0,0.0,0.0,0,3,11.0,0,0,18.7875
647,0.0,1.0,1.0,1.0,1.0,2.0,0,3,28.5,0,0,16.1
648,0.0,1.0,0.0,2.0,0.0,2.0,0,3,48.0,1,3,34.375
649,0.0,0.0,1.0,1.0,1.0,0.0,1,1,35.0,0,0,512.3292
650,0.0,1.0,1.0,1.0,1.0,2.0,1,1,35.0,0,0,30.0
651,0.0,1.0,1.0,1.0,1.0,2.0,0,1,36.0,1,0,78.85
